iri	label	definition	definitionXrefs	superClasses	part_of
http://purl.obolibrary.org/obo/UBERON_0006934	sensory epithelium	Simple columnar epithelium made up of cells specialized to serve as sensory cells for the reception of external stimuli, as the sensory cells of the cochlea, vestibule, nasal mucosa, and tongue.		atypical epithelium|	peripheral nervous system
http://purl.obolibrary.org/obo/UBERON_0006937	inner ear epithelium	An epithelium that is part of a internal ear.		|structure with developmental contribution from neural crest|ecto-epithelium	internal ear
http://purl.obolibrary.org/obo/UBERON_0006965	vascular cord	The vascular cord is the primordial vasculature that will develop into blood vessels by the process of tubulogenesis[GO]. The vascular cord is composed of angioblast or vascular endothelial cells in a solid linear mass called a cord. The cord then undergoes tubulogenesis to form the lumen of the vessels[ZFA].		|developing anatomical structure	primordial vasculature
http://purl.obolibrary.org/obo/UBERON_0007010	cleaving embryo	Organism at the cleavage stage.		embryo	
http://purl.obolibrary.org/obo/UBERON_0007026	primitive gut			embryonic structure	embryo
http://purl.obolibrary.org/obo/UBERON_0007029	external covering of organism	The collection of structures that form the extenal covering of the organism.		organism subdivision	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0007037	mechanosensory system			sensory system	entire sense organ system
http://purl.obolibrary.org/obo/UBERON_0007134	trunk ganglion	Ganglion which is located in the trunk.		|ganglion	trunk|nervous system
http://purl.obolibrary.org/obo/UBERON_0007213	mesenchyme derived from head neural crest	Mesenchyme that develops_from a cranial neural crest.		mesenchyme derived from neural crest|head mesenchyme	entire embryonic mesenchyme|head
http://purl.obolibrary.org/obo/UBERON_0007271	appendage musculature	Any collection of muscles that is part of an appendage.		|musculature	appendage|musculature of body
http://purl.obolibrary.org/obo/UBERON_0007284	presumptive neural plate	A presumptive structure that has_potential_to_develop_into a neural plate.		presumptive structure	embryo
http://purl.obolibrary.org/obo/UBERON_0007301	appendage blood vessel	A blood vessel that is part of a limb/fin.		|blood vessel	blood vasculature|appendage vasculature
http://purl.obolibrary.org/obo/UBERON_0007304	appendage vasculature	A vasculature that is part of a limb/fin.		|vasculature	vascular system|appendage
http://purl.obolibrary.org/obo/UBERON_0007473	lumen of epithelial sac	The space within an epithelial sphere.		enclosed anatomical space	
http://purl.obolibrary.org/obo/UBERON_0007497	developing epithelial placode	A domain of columnar epithelium in an embryo that represents the early stage of the development of the epithelial component of a new anatomical structure.		simple columnar epithelium|primordium	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0007524	dense mesenchyme tissue	Mesenchyme with little extracellular matrix.		mesenchyme	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0007625	pigment epithelium of eye	epithelial layer of the retina, ciliary body, or iris composed of cells containing pigment granules.		epithelium|	eye
http://purl.obolibrary.org/obo/UBERON_0007651	anatomical junction	Anatomical structure in which parts of two or more anatomical structures establish physical continuity with one another or intermingle their component parts. Examples: gastroesophageal junction, line alba, knee joint.[FMA]		anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0007798	vascular system			anatomical system|	cardiovascular system
http://purl.obolibrary.org/obo/UBERON_0007811	craniocervical region	The anteriormost subdivision of the body that includes the head, jaws, pharyngeal region and the neck (if present). In vertebrates this is the subdivision that includes the cervical vertebrae.		organism subdivision||	anterior region of body|body proper
http://purl.obolibrary.org/obo/UBERON_0008229	craniocervical region musculature	Musculature system of the pharyngeal and head regions.		|musculature	craniocervical region|musculature of body
http://purl.obolibrary.org/obo/UBERON_0008780	inner cell mass derived epiblast	An embryonic structure that is derived from the inner cell mass and lies above the hypoblast and gives rise to the three primary germ layers		|epiblast (generic)	bilaminar disc
http://purl.obolibrary.org/obo/UBERON_0008811	intromittent organ	an external organ of a male organism that is specialized to deliver sperm during copulation. Intromittent organs are found most often in terrestrial species, as most aquatic species fertilize their eggs externally, although there are exceptions[WP].		male reproductive organ	male reproductive system
http://purl.obolibrary.org/obo/UBERON_0008816	embryonic head	A head that is part of a embryo.		embryonic structure|head	craniocervical region|embryo
http://purl.obolibrary.org/obo/UBERON_0009034	stomach region	An organ part that is part of a stomach.		organ part|	stomach
http://purl.obolibrary.org/obo/UBERON_0009117	indifferent gonad	A gonad prior to differentiating into a definitive testis or ovary.		gonad|	indifferent external genitalia
http://purl.obolibrary.org/obo/UBERON_0009123	otic cup			developing anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0009141	craniocervical region vein	A vein that is part of a craniocervical region.		systemic vein|	craniocervical region|blood vasculature|systemic venous system
http://purl.obolibrary.org/obo/UBERON_0009142	entire embryonic mesenchyme	Sum total of mesenchyme in the embryo.		anatomical cluster|embryonic structure	embryo
http://purl.obolibrary.org/obo/UBERON_0009143	developing esophageal region			|developing anatomical structure	foregut
http://purl.obolibrary.org/obo/UBERON_0009196	indifferent external genitalia			external genitalia	reproductive system
http://purl.obolibrary.org/obo/UBERON_0009477	associated mesenchyme of otic placode	Mesenchyme that is part of a otic placode.		|mesenchyme derived from head neural crest	entire embryonic mesenchyme|otic placode
http://purl.obolibrary.org/obo/UBERON_0009479	ectoderm of buccopharyngeal membrane	An ectoderm that is part of a buccopharyngeal membrane.		|ectoderm	buccopharyngeal membrane
http://purl.obolibrary.org/obo/UBERON_0009500	associated mesenchyme of otocyst	Mesenchyme that is part of a ear vesicle.		|mesenchyme derived from head neural crest	entire embryonic mesenchyme|ear vesicle|head
http://purl.obolibrary.org/obo/UBERON_0009503	associated mesenchyme of hindgut	Mesenchyme that is part of a hindgut.		mesenchyme|	hindgut
http://purl.obolibrary.org/obo/UBERON_0009569	subdivision of trunk			organism subdivision|	trunk
http://purl.obolibrary.org/obo/UBERON_0009758	abdominal ganglion	A ganglion that is part of a abdominal segment of trunk.		|trunk ganglion	nervous system|abdominal segment of trunk
http://purl.obolibrary.org/obo/UBERON_0009854	digestive tract diverticulum	Branch or outpocketing of the digestive tract.		subdivision of digestive tract|sac	organ|digestive tract
http://purl.obolibrary.org/obo/UBERON_0009856	sac			anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0009911	lobule			organ part	organ
http://purl.obolibrary.org/obo/UBERON_0009955	neurogenic placode	Cranial placode with neurogenic potential[cjm]. Neurogenic placodes are transient ectodermal thickenings that form at the border of the neural plate and epidermis and give rise to sensory neurons of the cranial ganglia[ZFA]. The neurogenic placodes give rise to parts of various nerves and ganglia, the olfactory organ, parietal eye, parts of the inner ear, and the lateral line. There are 2 major series of neurogenic placodes, the dorsolateral and ventrolateral or epibranchial[PMID]		cranial placode	ectoderm|head
http://purl.obolibrary.org/obo/UBERON_0010000	multicellular anatomical structure	An anatomical structure that has more than one cell as a part.		|anatomical structure	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0010039	food storage organ	An organ of the digestive tract that is capable of retaining and storing food		digestive system organ||	gastrointestinal system|digestive tract
http://purl.obolibrary.org/obo/UBERON_0010047	oral gland	Gland of the epithelium lining the oral cavity. The most common are the salivary glands.		gland of gut||ectoderm-derived structure|exocrine gland	exocrine system|mouth
http://purl.obolibrary.org/obo/UBERON_0010303	extraembryonic epithelium	An epithelium that is part of a extraembryonic structure.		epithelium|	multi-cellular organism|extraembryonic structure
http://purl.obolibrary.org/obo/UBERON_0010313	neural crest-derived structure	An anatomical structure that develops from the neural crest.		ectoderm-derived structure|structure with developmental contribution from neural crest	
http://purl.obolibrary.org/obo/UBERON_0010314	structure with developmental contribution from neural crest	An anatomical structure that has some part that develops from the neural crest.		anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0010316	germ layer / neural crest			embryonic tissue	embryonic structure
http://purl.obolibrary.org/obo/UBERON_0010333	extraembryonic membrane mesenchyme	Mesenchyme that is part of a extraembryonic membrane.		|mesoderm-derived structure|mesenchyme	extraembryonic membrane
http://purl.obolibrary.org/obo/UBERON_0010371	ecto-epithelium	Epithelium that derives from the ectoderm. Examples: epithelium of acinus of lactiferous duct, subscapular lens epithelium, epithelium of posterior surface of cornea.		epithelium|ectoderm-derived structure	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0010377	mesenchyme from somatopleure	Mesenchyme that develops_from a somatopleure.		embryonic tissue|mesoderm-derived structure||dense mesenchyme tissue	entire embryonic mesenchyme
http://purl.obolibrary.org/obo/UBERON_0010959	craniocervical muscle	A muscle organ that is part of a craniocervical region.		muscle organ|	craniocervical region musculature
http://purl.obolibrary.org/obo/UBERON_0011215	cell part cluster of neuraxis	A multi cell component structure that is part of a central nervous system.		ectoderm-derived structure|multi cell component structure|	central nervous system
